"date","close","volume","open","high","low"
"2016/08/08","136.2100","3182731.0000","136.9100","137.4010","136.1600"
"2016/08/05","136.9100","3022069.0000","137.0000","137.7400","136.6000"
"2016/08/04","136.0500","3802914.0000","135.7900","137.2000","135.4600"
"2016/08/03","137.0600","3642633.0000","137.1300","137.2200","135.7000"
"2016/08/02","137.2200","3894119.0000","138.9100","139.0000","136.8200"
"2016/08/01","138.7700","3152357.0000","138.0600","138.9400","137.8500"
"2016/07/29","138.2400","3654720.0000","137.4600","138.7200","137.4400"
"2016/07/28","137.9600","3229764.0000","136.1900","138.1200","136.1050"
"2016/07/27","136.3100","3029514.0000","137.0100","137.6900","135.9600"
"2016/07/26","136.7500","2573470.0000","136.5000","137.5100","136.0600"
"2016/07/25","136.5000","3350046.0000","136.5500","136.8500","136.1500"
"2016/07/22","136.5200","2623831.0000","136.4100","136.6400","135.9600"
"2016/07/21","136.0700","4975106.0000","136.7600","137.1400","135.4700"
"2016/07/20","137.4100","3091800.0000","137.4000","137.4500","136.7700"
"2016/07/19","136.9800","3831522.0000","136.0700","137.0500","135.5600"
"2016/07/18","136.3400","3725067.0000","135.4600","136.4800","134.8100"
"2016/07/15","134.7800","5322753.0000","135.1200","135.5900","134.6500"
"2016/07/14","134.5400","3122408.0000","134.4000","134.7900","133.8300"
"2016/07/13","133.5600","4231548.0000","134.8400","135.2000","133.1000"
"2016/07/12","134.8400","3611575.0000","135.2400","135.9900","134.3000"
"2016/07/11","135.1500","4573713.0000","134.8300","135.8800","134.4500"
"2016/07/08","134.3400","4804926.0000","132.3300","134.3600","132.2500"
"2016/07/07","131.1600","3970509.0000","131.2500","132.1800","130.5600"
"2016/07/06","131.5700","4928617.0000","129.2000","131.6100","129.0300"
"2016/07/05","129.3500","4096529.0000","129.6000","130.4800","128.5030"
"2016/07/01","129.6200","5644825.0000","128.2900","130.2300","128.1200"
"2016/06/30","127.6900","6641690.0000","127.2700","127.8600","126.1000"
"2016/06/29","127.3700","5779461.0000","127.9000","128.4700","126.9000"
"2016/06/28","127.5300","5376423.0000","125.8900","127.5300","125.6000"
"2016/06/27","124.6700","5666524.0000","125.3400","125.7500","123.6200"
"2016/06/24","126.4000","8973798.0000","126.1000","127.8000","125.5000"
"2016/06/23","128.2900","4776172.0000","128.9800","129.1000","127.4500"
"2016/06/22","127.6000","3696351.0000","127.6900","128.9700","127.4000"
"2016/06/21","127.7400","3450827.0000","127.9600","128.3114","127.2850"
"2016/06/20","127.6200","3880277.0000","128.1300","128.8500","127.4200"
"2016/06/17","127.1400","7536503.0000","127.5200","127.7800","126.7300"
"2016/06/16","127.3600","4431982.0000","126.0500","127.5400","125.6600"
"2016/06/15","126.5300","5130672.0000","125.7400","127.7500","125.4900"
"2016/06/14","125.2400","7295156.0000","127.3100","127.4400","124.7100"
"2016/06/13","127.8300","4822812.0000","128.9400","129.4500","127.7850"
"2016/06/10","128.8300","3925608.0000","128.4500","129.2270","128.2100"
"2016/06/09","129.3000","3450618.0000","129.2700","129.8400","129.0400"
"2016/06/08","129.5900","3742198.0000","130.0100","130.2950","129.2500"
"2016/06/07","129.9200","4433801.0000","129.3800","130.8000","129.3200"
"2016/06/06","129.1900","8050434.0000","130.8200","130.8700","128.4700"
"2016/06/03","131.7400","4155850.0000","132.5300","132.7300","130.9200"
"2016/06/02","132.4100","3855912.0000","131.8500","132.7000","131.3300"
"2016/06/01","131.8300","4734846.0000","131.5800","132.1200","131.1500"
"2016/05/31","132.1200","6363334.0000","133.5700","133.8000","131.7200"
"2016/05/27","133.9400","4025265.0000","134.0700","134.9000","133.3800"
"2016/05/26","134.0500","3996603.0000","133.1300","134.3600","132.8600"
"2016/05/25","133.2000","5017466.0000","133.4600","134.5200","133.0500"
"2016/05/24","133.3600","5175604.0000","132.1800","133.8701","132.0500"
"2016/05/23","131.4200","3850053.0000","131.8400","132.4800","131.3000"
"2016/05/20","131.8500","5086326.0000","131.8900","133.0600","131.7480"
"2016/05/19","131.7300","4573626.0000","131.4500","132.1300","130.7800"
"2016/05/18","131.7700","8257902.0000","131.0300","132.7701","130.0200"
"2016/05/17","132.0000","15976960.0000","133.1500","134.4900","131.1000"
"2016/05/16","135.3400","8362497.0000","133.8400","136.5500","133.0800"
"2016/05/13","133.1300","5292527.0000","133.8100","135.3300","133.0300"
"2016/05/12","134.1900","5354803.0000","135.0000","135.0000","133.1000"
"2016/05/11","134.3000","6054211.0000","136.8000","137.0500","134.0400"
"2016/05/10","137.5100","3657542.0000","136.3200","137.8200","136.3000"
"2016/05/09","136.2400","3551818.0000","135.5900","136.4700","135.2400"
"2016/05/06","135.7000","3356811.0000","134.4800","135.8100","134.3110"
"2016/05/05","134.6700","3473997.0000","134.8700","135.3700","133.7500"
"2016/05/04","135.1600","3191787.0000","133.5900","135.4000","133.1300"
"2016/05/03","134.5400","3408398.0000","135.4500","135.8399","134.0400"
"2016/05/02","136.0500","4281203.0000","134.3700","136.2500","134.3100"
"2016/04/29","133.8900","4605351.0000","132.7100","134.3000","131.7500"
"2016/04/28","132.7300","5551465.0000","134.8100","135.4400","132.4900"
"2016/04/27","135.7500","3487448.0000","135.3700","136.2800","134.7650"
"2016/04/26","135.3400","3498972.0000","135.0900","136.2400","134.8800"
"2016/04/25","135.6500","2831398.0000","135.1800","135.7299","134.2800"
"2016/04/22","135.6600","4180110.0000","134.8500","135.6800","133.4100"
"2016/04/21","134.6000","3541740.0000","135.2300","135.4900","134.3900"
"2016/04/20","135.1900","4755103.0000","135.7500","136.0800","134.4800"
"2016/04/19","135.4400","4649461.0000","136.8000","137.0000","134.8500"
"2016/04/18","136.8000","3964553.0000","134.8100","136.8000","134.7400"
"2016/04/15","135.0100","3508644.0000","134.4100","135.2750","133.9700"
"2016/04/14","134.3700","4183198.0000","133.5000","134.7125","132.8800"
"2016/04/13","133.8400","4321897.0000","134.8600","134.8600","133.2200"
"2016/04/12","134.3800","4230752.0000","133.3000","134.7200","133.1100"
"2016/04/11","133.0100","3472649.0000","133.5800","135.0800","132.9600"
"2016/04/08","133.6200","2924397.0000","134.6200","134.6200","133.0600"
"2016/04/07","133.8700","3950135.0000","134.7300","135.2400","133.1200"
"2016/04/06","135.4400","3365521.0000","134.2500","135.7401","133.8200"
"2016/04/05","134.5800","4068495.0000","134.2000","135.7000","133.9000"
"2016/04/04","134.8500","3547634.0000","136.0700","136.2300","134.3500"
"2016/04/01","134.8500","4257861.0000","133.1000","135.2000","133.1000"
"2016/03/31","133.4300","3685242.0000","133.5600","134.2900","133.0000"
"2016/03/30","133.4200","3138015.0000","133.1100","133.9290","132.8400"
"2016/03/29","132.4700","3404933.0000","131.0000","132.9000","130.7100"
"2016/03/28","131.0800","2621141.0000","130.6000","131.8100","130.4900"
"2016/03/24","130.4600","3449191.0000","129.5400","130.7600","129.4600"
"2016/03/23","130.2200","3625009.0000","130.5900","131.1800","129.9500"
"2016/03/22","130.5900","3946425.0000","130.6100","131.2200","129.9200"
"2016/03/21","131.0100","3816754.0000","131.5300","132.1300","130.2700"
"2016/03/18","131.3500","7965521.0000","131.1400","132.0900","130.8300"
"2016/03/17","130.8800","4130995.0000","130.1000","131.1900","129.3200"
"2016/03/16","130.4500","3606859.0000","129.6300","131.1100","128.8100"
"2016/03/15","129.7100","4034069.0000","128.7800","130.4800","128.6200"
"2016/03/14","128.8400","3622438.0000","128.4300","129.6600","128.1000"
"2016/03/11","128.4600","4625828.0000","126.9700","128.7600","126.7300"
"2016/03/10","125.8900","4502357.0000","126.2000","127.0000","124.3100"
"2016/03/09","126.0300","4046826.0000","127.0300","127.5200","125.3300"
"2016/03/08","126.7200","5280716.0000","125.2200","128.2000","125.0000"
"2016/03/07","126.1700","4161141.0000","125.0100","126.5400","125.0100"
"2016/03/04","125.5600","6447969.0000","127.3700","127.4980","125.1600"
"2016/03/03","126.8000","5008867.0000","125.2000","127.2600","124.7800"
"2016/03/02","125.5900","3956576.0000","125.4800","125.8700","124.4600"
"2016/03/01","125.7000","4900217.0000","124.7800","125.9700","123.9800"
"2016/02/29","124.1200","5567652.0000","126.2600","126.9900","124.0500"
"2016/02/26","126.2600","4607040.0000","127.5900","127.7500","125.9300"
"2016/02/25","126.8600","4736776.0000","125.7600","126.8600","124.8910"
"2016/02/24","125.6100","7930050.0000","124.0500","125.7800","122.9200"
"2016/02/23","124.5300","11163390.0000","127.0000","127.1900","123.3500"
"2016/02/22","122.8500","7788629.0000","123.0000","124.4700","122.1300"
"2016/02/19","121.6900","5413687.0000","119.8200","121.7000","118.7500"
"2016/02/18","119.9700","4457648.0000","120.9300","121.1100","119.5600"
"2016/02/17","121.2100","5970653.0000","120.4500","121.6800","119.8700"
"2016/02/16","119.4300","6958112.0000","118.1200","120.0000","117.7000"
"2016/02/12","116.3200","5358787.0000","114.8800","116.4300","113.5200"
"2016/02/11","113.2700","6443496.0000","113.0800","114.1900","112.2200"
"2016/02/10","114.3300","5304582.0000","114.5000","116.1600","114.0526"
"2016/02/09","113.8600","7572410.0000","110.9400","115.2900","110.6800"
"2016/02/08","111.8500","11284990.0000","114.9300","115.9650","109.6200"
"2016/02/05","116.4300","8115192.0000","120.8900","121.0000","115.6900"
"2016/02/04","121.1100","9171639.0000","123.6500","123.9000","119.4500"
"2016/02/03","123.7900","7482854.0000","126.0200","126.1600","121.5400"
"2016/02/02","125.2700","5830704.0000","125.4100","126.4300","124.7100"
"2016/02/01","126.5100","4616858.0000","124.9200","127.0900","123.9900"
"2016/01/29","125.7600","7616144.0000","123.1700","125.7600","122.7500"
"2016/01/28","122.2800","4868943.0000","121.9700","122.6900","120.3100"
"2016/01/27","121.5700","5407642.0000","122.4600","124.3200","120.8600"
"2016/01/26","122.2000","4469344.0000","121.7300","122.4500","120.6400"
"2016/01/25","121.7100","4848860.0000","123.3800","123.8500","121.5600"
"2016/01/22","122.7600","6553875.0000","121.6400","124.6700","121.5800"
"2016/01/21","120.2200","8992723.0000","117.3800","121.9400","117.1400"
"2016/01/20","116.4600","11329730.0000","117.8900","118.6600","113.5865"
"2016/01/19","119.7600","6343204.0000","120.5400","121.8900","118.8000"
"2016/01/15","119.2300","10514790.0000","117.1200","121.1500","116.1000"
"2016/01/14","119.6200","13380210.0000","121.2900","121.5150","118.2000"
"2016/01/13","121.4000","8915501.0000","127.4700","127.4700","120.9700"
"2016/01/12","127.4900","5686249.0000","126.7800","128.8000","125.8300"
"2016/01/11","125.7800","6784380.0000","124.8700","126.0800","124.0900"
"2016/01/08","123.9000","7094629.0000","126.4400","126.5300","123.5000"
"2016/01/07","125.4000","12542370.0000","126.9300","127.8800","124.7000"
"2016/01/06","129.0800","8198704.0000","129.0000","129.9000","128.5600"
"2016/01/05","130.4300","5316011.0000","131.1500","131.9400","130.0500"
"2016/01/04","131.0700","8046245.0000","130.1100","131.0700","129.4500"
"2015/12/31","132.2500","3178722.0000","133.0800","133.5684","132.2400"
"2015/12/30","133.3500","2484809.0000","133.5800","134.0600","133.2800"
"2015/12/29","133.7000","3037199.0000","133.3700","134.3299","133.2760"
"2015/12/28","132.6800","2607218.0000","132.2500","132.9000","131.8900"
"2015/12/24","132.9000","1517075.0000","132.8000","133.4800","132.6600"
"2015/12/23","133.1100","3240828.0000","132.4900","133.3400","131.8800"
"2015/12/22","131.8800","3398101.0000","131.3700","132.2815","130.4600"
"2015/12/21","131.3100","3409668.0000","131.0000","131.6100","130.1800"
"2015/12/18","130.2900","9807483.0000","130.7300","131.3100","130.0150"
"2015/12/17","131.3500","4342642.0000","133.0600","133.5400","130.9950"
"2015/12/16","132.9000","4707901.0000","132.1700","133.2800","130.3600"
"2015/12/15","131.2900","4921673.0000","132.6200","133.4900","131.1900"
"2015/12/14","132.0100","5954492.0000","131.0900","132.1255","130.7100"
"2015/12/11","130.4400","5300539.0000","131.0900","132.1900","130.3100"
"2015/12/10","132.5400","4186201.0000","131.9600","133.5900","131.8000"
"2015/12/09","131.9000","5054959.0000","133.2100","134.7800","131.5100"
"2015/12/08","133.8400","4731195.0000","132.7100","134.5600","132.4100"
"2015/12/07","133.9300","5443157.0000","134.0000","134.7900","133.1896"
"2015/12/04","134.5300","5386788.0000","131.5500","134.8299","131.3500"
"2015/12/03","130.9300","6687458.0000","133.5200","134.1200","130.8000"
"2015/12/02","133.8100","5021711.0000","134.5600","134.6500","133.5700"
"2015/12/01","134.4300","5267125.0000","133.5200","134.6300","133.2600"
"2015/11/30","133.8800","7922742.0000","135.2000","135.3200","133.0100"
"2015/11/27","134.7400","3337790.0000","134.8100","135.4700","134.5300"
"2015/11/25","134.6500","5299413.0000","133.6900","135.2400","133.5500"
"2015/11/24","133.6000","6670001.0000","131.9300","133.9300","131.7400"
"2015/11/23","132.5000","6328626.0000","130.2100","132.6400","130.2100"
"2015/11/20","130.2100","8187484.0000","127.3600","130.2100","127.0900"
"2015/11/19","126.8600","4658096.0000","126.5300","127.6200","125.9500"
"2015/11/18","126.5400","6489105.0000","126.4400","126.7300","124.6600"
"2015/11/17","126.1800","10508290.0000","124.8600","126.3400","123.1000"
"2015/11/16","120.8400","7769342.0000","120.0500","121.0300","118.6100"
"2015/11/13","120.0000","8718716.0000","123.1000","123.2500","119.9000"
"2015/11/12","123.8100","4282942.0000","124.1800","124.9700","123.0600"
"2015/11/11","124.7100","3247436.0000","125.4300","125.4300","124.5200"
"2015/11/10","125.2600","3872569.0000","124.4900","125.4100","124.0400"
"2015/11/09","124.5000","4988613.0000","125.8000","126.1200","123.7100"
"2015/11/06","125.9800","3751456.0000","125.2700","126.1092","124.8200"
"2015/11/05","125.7200","3080925.0000","125.4600","126.0080","124.9500"
"2015/11/04","125.3800","4101588.0000","125.4800","125.8700","124.6200"
"2015/11/03","125.6600","4313696.0000","124.2300","126.0400","123.8100"
"2015/11/02","124.4100","3715524.0000","124.2400","124.6400","123.3800"
"2015/10/30","123.6400","4991511.0000","123.2700","124.7500","123.2700"
"2015/10/29","123.6300","4635293.0000","123.4200","124.0700","122.7500"
"2015/10/28","123.8200","6821538.0000","124.3800","124.5900","122.2200"
"2015/10/27","124.4700","3674795.0000","124.5100","125.0900","123.8200"
"2015/10/26","125.0100","4550013.0000","124.5500","125.6600","124.0200"
"2015/10/23","124.6100","5278729.0000","125.0100","125.7500","122.9700"
"2015/10/22","124.3600","5854207.0000","123.9000","124.4800","122.8800"
"2015/10/21","123.3000","3491996.0000","123.2900","124.0200","122.7500"
"2015/10/20","122.8500","3318157.0000","122.8900","123.1700","122.3500"
"2015/10/19","123.1000","3096601.0000","122.6100","123.2000","122.2000"
"2015/10/16","122.7400","4064197.0000","121.6300","122.8200","121.6300"
"2015/10/15","121.8100","3444075.0000","120.6200","122.0300","120.4000"
"2015/10/14","120.2700","5200401.0000","121.3300","121.8800","119.5600"
"2015/10/13","121.6100","2968903.0000","121.7700","122.2900","121.1400"
"2015/10/12","121.9000","2861888.0000","121.4900","122.4500","121.0000"
"2015/10/09","121.3300","3893261.0000","121.2700","121.5000","120.4700"
"2015/10/08","121.0600","4954066.0000","119.3100","121.2300","119.1500"
"2015/10/07","119.6500","4810650.0000","119.2000","119.8400","118.4900"
"2015/10/06","118.6800","5272348.0000","119.1000","119.2000","117.9700"
"2015/10/05","119.2000","4528383.0000","118.7500","119.2900","117.9100"
"2015/10/02","117.8100","4359213.0000","115.5600","117.9000","114.7100"
"2015/10/01","117.0300","5208609.0000","116.2300","117.1300","114.7400"
"2015/09/30","115.4900","5389841.0000","114.3700","115.6300","114.0000"
"2015/09/29","112.9100","7904719.0000","114.2100","114.9300","111.8000"
"2015/09/28","114.1000","5990974.0000","116.5300","117.3800","113.8500"
"2015/09/25","116.7400","5477767.0000","117.2300","118.1650","116.0400"
"2015/09/24","116.3400","5169510.0000","115.3400","116.6500","114.8401"
"2015/09/23","116.1700","4084807.0000","115.8500","116.5500","115.6600"
"2015/09/22","115.8000","4629943.0000","115.4000","116.3900","114.8900"
"2015/09/21","116.5800","5201539.0000","115.9600","117.1100","115.2700"
"2015/09/18","115.1200","11364370.0000","116.5100","117.2000","114.9800"
"2015/09/17","117.9100","6547673.0000","118.3300","119.8200","117.2710"
"2015/09/16","117.8200","5282176.0000","116.0800","118.0250","115.9700"
"2015/09/15","116.1800","4991266.0000","114.7800","116.6300","113.9000"
"2015/09/14","114.7300","4247741.0000","115.5000","115.6800","114.4150"
"2015/09/11","115.4400","4472436.0000","113.9700","115.4600","113.7000"
"2015/09/10","114.4900","5253580.0000","114.0000","115.4100","113.6900"
"2015/09/09","113.9700","5286652.0000","117.1100","117.4700","113.7000"
"2015/09/08","116.4300","5775492.0000","115.6900","116.6400","114.7300"
"2015/09/04","114.4200","5748848.0000","114.6800","115.6900","113.4900"
"2015/09/03","116.6000","5290782.0000","117.0300","118.0800","116.1800"
"2015/09/02","116.4800","6486188.0000","114.8300","116.4800","114.3200"
"2015/09/01","113.0700","7388487.0000","113.9900","114.7500","112.5600"
"2015/08/31","116.4600","5443965.0000","117.0100","117.4900","115.9300"
"2015/08/28","117.5200","5015891.0000","117.4300","118.4600","116.9200"
"2015/08/27","117.6600","7569258.0000","117.5000","118.0900","115.3300"
"2015/08/26","115.9300","9309031.0000","114.0600","116.0300","112.0800"
"2015/08/25","110.9700","10211810.0000","117.0000","117.0000","110.8900"
"2015/08/24","112.5400","13981320.0000","110.0500","115.8800","92.1685"
"2015/08/21","116.1600","10180150.0000","119.5400","120.3600","116.1500"
"2015/08/20","120.5400","5554262.0000","121.9800","122.5300","120.5400"
"2015/08/19","122.7600","6487106.0000","122.6700","123.7900","122.1300"
"2015/08/18","122.8000","11020570.0000","121.8300","123.8000","121.1500"
"2015/08/17","119.7000","7236355.0000","119.1000","120.7500","118.7300"
"2015/08/14","119.7500","5133922.0000","119.3000","119.8900","118.4600"
"2015/08/13","119.0200","6255309.0000","118.0000","120.1400","117.7900"
"2015/08/12","117.6900","4619961.0000","117.1300","117.8800","115.7000"
"2015/08/11","117.6900","4080003.0000","117.0200","118.1400","116.7600"
"2015/08/10","117.6000","3408870.0000","117.5300","118.3400","117.3600"
"2015/08/07","116.9300","3985469.0000","116.7000","117.1600","115.7800"
"2015/08/06","116.5600","4768769.0000","118.3900","118.5000","116.0700"
"2015/08/05","118.0000","4299026.0000","118.3800","118.5300","117.1001"
"2015/08/04","117.5300","3005356.0000","116.6300","117.8200","116.2500"
"2015/08/03","116.8900","3645105.0000","117.6200","117.7000","116.1600"
"2015/07/31","117.0300","4301048.0000","116.9800","118.1300","116.3700"
"2015/07/30","116.4600","3290936.0000","115.9400","116.7400","115.3450"
"2015/07/29","116.3700","5100276.0000","115.1600","116.7600","115.1100"
"2015/07/28","114.8400","4176783.0000","113.7600","115.0300","113.1800"
"2015/07/27","113.0700","4465267.0000","113.3700","113.8900","112.7100"
"2015/07/24","113.5900","4427420.0000","114.7400","115.2300","113.4300"
"2015/07/23","114.5900","4308850.0000","115.2100","116.1100","114.4300"
"2015/07/22","114.9000","5483043.0000","113.9600","115.0800","113.8000"
"2015/07/21","113.8600","4658165.0000","113.4100","113.9700","112.6780"
"2015/07/20","113.4100","6107437.0000","112.2500","114.1095","112.1700"
"2015/07/17","114.4700","5497466.0000","114.4900","115.0000","114.0000"
"2015/07/16","114.7300","5234624.0000","115.8700","115.9100","113.8300"
"2015/07/15","115.5800","3365021.0000","115.4200","116.1500","115.0700"
"2015/07/14","115.3600","3688831.0000","114.5000","115.5300","114.3900"
"2015/07/13","114.9000","4168032.0000","114.2100","115.0200","114.0655"
"2015/07/10","113.1000","4631403.0000","112.6700","113.4800","112.0900"
"2015/07/09","111.3800","3642461.0000","112.3200","112.5900","111.2000"
"2015/07/08","111.0000","3793965.0000","111.7200","112.4600","110.8000"
"2015/07/07","112.4000","5515747.0000","111.7200","112.6399","110.7000"
"2015/07/06","111.3200","3864564.0000","110.2700","111.9300","110.1700"
"2015/07/02","111.4900","3845043.0000","112.5800","112.7500","111.1000"
"2015/07/01","112.0700","4213677.0000","112.4500","112.8100","111.4700"
"2015/06/30","111.1300","5938639.0000","111.1500","111.7600","110.5900"
"2015/06/29","110.5400","5185549.0000","111.5600","112.3200","110.4600"
"2015/06/26","112.6000","4169908.0000","112.7700","113.3400","112.2300"
"2015/06/25","112.2400","4466982.0000","113.2400","113.7100","112.2400"
"2015/06/24","112.3500","3716056.0000","112.9400","113.6800","112.3500"
"2015/06/23","113.1800","3075714.0000","113.2400","113.5900","112.9300"
"2015/06/22","113.0700","3190171.0000","112.9300","113.6200","112.7800"
"2015/06/19","112.4300","9198689.0000","111.6400","113.3000","111.4400"
"2015/06/18","111.8500","7222290.0000","111.0600","112.3000","110.7600"
"2015/06/17","110.4700","5722044.0000","110.7300","111.2900","109.9600"
"2015/06/16","110.2300","3466508.0000","109.9000","110.4500","109.7500"
"2015/06/15","110.0100","3965003.0000","110.2300","110.4550","109.5500"
"2015/06/12","110.6000","4301814.0000","110.8900","111.5900","110.4150"
"2015/06/11","111.2900","3642764.0000","111.0000","112.3300","111.0000"
"2015/06/10","110.9800","3967821.0000","109.9000","111.1900","109.3900"
"2015/06/09","109.5300","3658009.0000","109.7900","110.2500","109.0300"
"2015/06/08","109.9300","3449460.0000","110.1400","110.8100","109.8300"
"2015/06/05","110.3700","4504835.0000","111.3400","111.3600","110.2700"
"2015/06/04","111.4600","4328286.0000","112.5200","113.1600","111.1745"
"2015/06/03","113.1600","6337495.0000","111.7200","113.4800","111.4500"
"2015/06/02","111.5900","6088000.0000","110.7500","112.1800","110.6400"
"2015/06/01","111.6700","5114792.0000","111.9700","112.3400","111.2500"
"2015/05/29","111.4200","5308473.0000","111.8400","112.5900","111.3700"
"2015/05/28","112.1900","2805141.0000","111.9100","112.7000","111.8600"
"2015/05/27","112.1600","4147590.0000","111.0400","112.5300","110.8100"
"2015/05/26","110.9300","4609606.0000","112.0000","112.1800","110.6900"
"2015/05/22","112.1600","3693382.0000","111.8700","112.5300","111.4600"
"2015/05/21","112.0100","4237562.0000","111.9800","112.3299","111.6200"
"2015/05/20","112.1000","7003181.0000","112.1900","112.8900","111.2200"
"2015/05/19","112.3400","11129240.0000","116.1200","116.4800","112.3400"
"2015/05/18","114.3300","6849372.0000","113.8700","114.6000","113.1600"
"2015/05/15","113.3500","4565344.0000","111.9200","113.4000","111.8200"
"2015/05/14","111.9400","3815483.0000","112.0500","112.2200","110.8300"
"2015/05/13","111.1900","4340551.0000","112.9200","112.9500","111.1000"
"2015/05/12","112.5200","4051081.0000","111.1200","112.8200","110.8300"
"2015/05/11","111.9000","3724195.0000","112.2400","112.9100","111.8100"
"2015/05/08","112.4700","6435206.0000","112.4000","113.4825","112.1100"
"2015/05/07","110.0400","5399920.0000","108.4000","110.7199","108.2500"
"2015/05/06","108.3100","3996633.0000","108.2000","108.9100","107.2401"
"2015/05/05","108.0600","4164181.0000","109.2000","109.8800","107.9800"
"2015/05/04","110.0600","3366614.0000","109.9400","110.4497","109.3200"
"2015/05/01","109.5500","6696297.0000","106.9800","109.7900","106.8500"
"2015/04/30","106.9800","9036894.0000","108.5600","109.2100","106.6200"
"2015/04/29","108.7100","7230859.0000","110.1700","110.3100","108.0700"
"2015/04/28","110.5800","5743170.0000","110.9000","111.7700","110.0500"
"2015/04/27","111.3900","5617188.0000","114.0500","114.1100","111.2800"
"2015/04/24","113.7000","2879114.0000","113.8800","114.0400","112.9000"
"2015/04/23","113.9600","3945180.0000","112.7400","114.5100","112.5600"
"2015/04/22","112.9900","4065277.0000","113.2000","113.3100","112.1900"
"2015/04/21","113.1700","3899593.0000","113.5000","113.9800","112.5000"
"2015/04/20","112.8600","4396662.0000","113.0000","113.6900","112.6800"
"2015/04/17","112.1000","6243558.0000","112.9100","113.1100","111.7701"
"2015/04/16","113.3700","4012490.0000","113.3400","113.9900","113.0200"
"2015/04/15","113.4500","4210840.0000","114.5800","115.2100","113.3800"
"2015/04/14","114.0500","4072426.0000","114.2000","114.9800","113.1100"
"2015/04/13","114.4400","2981806.0000","114.9600","115.4300","114.3500"
"2015/04/10","115.2400","3658058.0000","114.4700","115.6500","114.4200"
"2015/04/09","114.5700","4673830.0000","115.4600","116.2446","114.1400"
"2015/04/08","115.5900","3750565.0000","113.9700","115.8100","113.8300"
"2015/04/07","114.3000","3189099.0000","114.8300","115.7900","114.2300"
"2015/04/06","114.9500","3249993.0000","113.4500","115.5500","113.4100"
"2015/04/02","114.5400","4064897.0000","112.6100","114.9200","112.5200"
"2015/04/01","113.1300","4737287.0000","113.8800","114.0000","112.4300"
"2015/03/31","113.6100","4126894.0000","113.7000","115.3700","113.5500"
"2015/03/30","114.6300","3965423.0000","114.9600","116.0500","114.5300"
"2015/03/27","113.8600","3878710.0000","112.0800","114.2300","112.0000"
"2015/03/26","112.3700","5406583.0000","113.3600","113.4300","111.5800"
"2015/03/25","113.6800","4724133.0000","115.9600","116.6100","113.6400"
"2015/03/24","116.1500","4018886.0000","116.2000","117.8300","116.0400"
"2015/03/23","116.0700","4094326.0000","117.0400","117.7500","116.0700"
"2015/03/20","117.4900","8442616.0000","115.5500","117.9900","115.3300"
"2015/03/19","115.1600","3538400.0000","116.2100","116.4300","115.0700"
"2015/03/18","116.0800","4773212.0000","115.4100","116.4200","113.3101"
"2015/03/17","115.5800","3715820.0000","115.4500","116.0799","115.1400"
"2015/03/16","116.5000","4818109.0000","115.3300","116.6100","115.3200"
"2015/03/13","114.8200","4626684.0000","115.9900","116.3100","114.0000"
"2015/03/12","116.1000","5741665.0000","113.8500","116.4600","113.7700"
"2015/03/11","113.0700","4356487.0000","112.6800","113.8000","112.4100"
"2015/03/10","112.5600","5684508.0000","113.8500","114.3400","112.5600"
"2015/03/09","115.2500","5350753.0000","114.3800","115.4800","114.3700"
"2015/03/06","114.4500","5168453.0000","115.9600","115.9600","114.0000"
"2015/03/05","115.9100","4088931.0000","115.2300","116.0980","115.0600"
"2015/03/04","114.7600","3798585.0000","115.3900","115.4700","114.2500"
"2015/03/03","116.0700","3781749.0000","116.1100","116.1200","114.8000"
"2015/03/02","116.1200","5971673.0000","114.8600","117.0600","114.8600"
"2015/02/27","114.7500","5729326.0000","115.1900","115.6700","114.5550"
"2015/02/26","115.3800","5649527.0000","116.0000","116.4200","115.2000"
"2015/02/25","116.3100","7327196.0000","117.3500","117.3500","115.8500"
"2015/02/24","116.7500","12768260.0000","117.5000","117.9200","115.1300"
"2015/02/23","112.2800","5620773.0000","112.9900","113.1600","111.8000"
"2015/02/20","112.2400","7266499.0000","110.8100","112.2500","110.0500"
"2015/02/19","110.9400","5910566.0000","112.0100","112.4470","110.6350"
"2015/02/18","111.9900","3731011.0000","111.6000","112.1700","111.0000"
"2015/02/17","112.0000","6029620.0000","111.6900","112.2250","110.6200"
"2015/02/13","111.8900","5099168.0000","112.0100","112.3900","111.3000"
"2015/02/12","112.1600","4589899.0000","110.8100","112.2000","110.2100"
